# Results from heasarc_batse4b: CGRO/BATSE 4B Catalog
# Coordinate system:  Equatorial
#%|trigger_num|name      |ra     |dec   |lii   |bii   |day_trigger|time                 |seconds_trigger|error_radius|earth_angle|overwrite|overwritten|max_cts_64|threshold_64|flux_64 |flux_64_error|flux_64_time|max_cts_256|threshold_256|flux_256|flux_256_error|flux_256_time|max_cts_1024|threshold_1024|flux_1024|flux_1024_error|flux_1024_time|t50     |t50_error|t50_start|t90     |t90_error|t90_start|fluence_1 |fluence_1_error|fluence_2 |fluence_2_error|fluence_3 |fluence_3_error|fluence_4 |fluence_4_error|comments_quality                                                      |comments_otherobs                                                     |comments_general                                                      |comments_position                    |comments_duration                                                     |
|      03773|4B 950901 |21 05.6|+13 23| 62.01|-21.89|       9961|1995-09-01 11:12:20.1|      40340.145|        6.11|     114.52|N        |N          |     0.322|         180|  0.5070|       0.1590|      0.7680|   -999.000|          216|  0.3840|        0.0790|       0.8320|       1.146|           408|   0.2520|         0.0390|       -0.4480|  54.368|    1.118|  -47.104| 107.424|    3.962|  -77.824|2.1311e-06|     1.3647e-07|7.8522e-07|     4.2463e-08|2.2384e-07|     7.7469e-08|8.3575e-06|     3.0841e-06|                                                                      |                                                                      |                                                                      |                                     |INCLUDES SIGNIFICANT PRE-TRIGGER EMISSION.                            |
|      01561|4B 920420 |21 22.0|+13 27| 64.76|-25.00|       8732|1992-04-20 06:52:22.5|      24742.510|        3.46|      97.35|N        |N          |  -999.000|        -999|  0.8910|       0.2300|      1.7280|      1.591|          143|  0.8090|        0.1130|       2.3680|       2.661|           286|   0.7140|         0.0560|        2.4320|   8.448|    0.462|    2.496|  22.656|    1.895|    0.064|3.9445e-07|     1.8107e-08|3.7783e-07|     1.6019e-08|9.4105e-07|     4.7007e-08|0.0000e+00|     4.9995e-07|DATA GAP DURING BURST ACCUMULATION INTERVAL.                          |                                                                      |                                                                      |                                     |                                                                      |
|      03279|4B 941110 |20 12.3|+13 31| 54.53|-11.10|       9666|  1994-11-10 14:47:51|      53270.961|        3.60|     171.30|N        |N          |          |            |  1.2820|       0.1890|      0.7680|           |             |  1.1650|        0.0930|       0.8960|            |              |   1.0080|         0.0460|        0.9600|  27.008|    0.320|    0.256|  41.056|    1.954|   -7.936|9.4270e-07|     4.1488e-08|8.5435e-07|     3.4674e-08|1.1908e-06|     9.0541e-08|0.0000e+00|     8.2526e-07|                                                                      |                                                                      |                                                                      |                                     |                                                                      |
|      02030|4B 921031B|13 08.7|+13 35|320.32| 75.87|       8926|1992-10-31 04:09:14.1|      14954.110|        5.53|      86.78|N        |N          |          |            |        |             |            |           |             |        |              |             |            |              |         |               |              |        |         |         |        |         |         |          |               |          |               |          |               |          |               |EXTENSIVE DATA GAPS DURING BURST.                                     |                                                                      |                                                                      |LOCATION DERIVED USING ONLY MAX RATES|VISUAL DURATION ESTIMATE OF &gt; 1 S, USING PREB AND TTS DATA.           |
|      03109|4B 940806B|16 09.5|+13 39| 26.94| 41.99|       9570|1994-08-06 09:32:56.9|      34376.879|        1.22|     160.58|N        |N          |     1.363|          66|  1.5540|       0.2710|      7.3600|      2.145|          132|  1.2060|        0.1290|       7.7440|       3.197|           242|   1.1270|         0.0640|        8.0000|  13.568|    0.181|    3.392|  34.496|    1.087|   -2.544|9.5707e-07|     3.3353e-08|1.4851e-06|     3.8638e-08|2.6701e-06|     8.7572e-08|0.0000e+00|     4.8246e-07|                                                                      |                                                                      |OCCULTATION STEP (RISE) AT ~T-570S IN LAD 6 (BG SOURCE).              |                                     |                                                                      |
|      02879|4B 940312B|07 55.1|+13 43|207.46| 20.20|       9423|1994-03-12 18:24:26.2|      66266.203|        9.53|      97.13|N        |N          |     1.517|          60|  1.4730|       0.2320|      0.0000|   -999.000|          132|  0.6390|        0.0990|       0.0640|       0.901|           242|   0.2270|         0.0450|        0.7680|   0.080|    0.033|   -0.041|   0.176|    0.169|   -0.057|0.0000e+00|     3.3224e-09|1.1578e-08|     2.6611e-09|3.9830e-08|     6.9948e-09|1.4298e-10|     3.8336e-08|                                                                      |                                                                      |OCCULTATION STEP (DECAY) AT ~T-100S IN LAD 1.                         |                                     |                                                                      |
|      01882|4B 920829 |12 09.1|+14 02|263.81| 73.59|       8863|1992-08-29 12:11:39.8|      43899.781|        4.19|      97.61|N        |N          |          |            |        |             |            |           |             |        |              |             |            |              |         |               |              |        |         |         |        |         |         |          |               |          |               |          |               |          |               |VERY LIMITED DATATYPES AVAILABLE.                                     |                                                                      |                                                                      |LOCATION DERIVED USING ONLY MAX RATES|VISUAL DURATION ESTIMATE OF &gt; 4 S, USING MER DATA.                    |
|      03750|4B 950809 |03 24.4|+14 04|169.73|-34.56|       9938|1995-08-09 23:52:25.3|      85945.266|        0.63|     143.69|N        |N          |          |            |        |             |            |           |             |        |              |             |            |              |         |               |              |        |         |         |        |         |         |          |               |          |               |          |               |          |               |                                                                      |                                                                      |                                                                      |                                     |VISUAL DURATION ESTIMATE OF &gt; 9 S, BASED ON DISCLB DATA.              |
|      03342|4B 950103 |18 49.2|+14 06| 45.29|  6.85|       9720|1995-01-03 16:10:19.4|      58219.379|       10.08|     134.07|N        |N          |     2.489|          45|  1.4290|       0.1890|      0.0000|   -999.000|           90|  0.7190|        0.0820|       0.1280|       0.922|           198|   0.1220|         0.0350|        0.5120|   0.052|    0.006|   -0.012|   0.116|    0.020|   -0.016|6.2638e-10|     1.4254e-09|6.0617e-09|     1.5065e-09|4.2638e-08|     5.4053e-09|3.3040e-07|     5.8628e-08|                                                                      |                                                                      |                                                                      |                                     |                                                                      |
|      01390|4B 920212 |02 32.8|+14 06|156.88|-42.00|       8664|1992-02-12 04:13:46.5|      15226.480|        5.75|      90.43|N        |N          |  -999.000|          66|  0.3600|       0.2310|     -0.9600|      0.670|          133|  0.3440|        0.1100|       4.8640|       1.094|           286|   0.2290|         0.0550|       -0.6400|   7.296|    0.590|   -0.448|  17.728|    2.580|   -3.584|5.9693e-08|     1.3030e-08|1.8377e-07|     1.7511e-08|3.4486e-07|     4.2721e-08|3.2429e-06|     6.5343e-07|                                                                      |                                                                      |OCCULTATION STEP AT T+200 S                                           |                                     |                                                                      |
|      00577|4B 910725B|18 12.7|+14 08| 41.43| 14.86|       8462|1991-07-25 13:12:06.5|      47526.512|        2.04|     165.41|N        |N          |     0.944|          72|  0.9310|       0.2450|      3.1360|      1.500|          143|  0.7930|        0.1210|       3.9680|       2.444|           286|   0.6920|         0.0590|        3.9680|  57.536|    4.428|    4.672| 179.840|    7.697|   -0.384|4.5556e-07|     2.4642e-08|5.6499e-07|     2.4385e-08|1.2310e-06|     5.5249e-08|7.2564e-07|     3.7796e-07|                                                                      |PVO RATE INCREASE, GINGA                                              |                                                                      |                                     |                                                                      |
|      01311|4B 920123 |05 39.0|+14 15|191.78| -8.97|       8644|1992-01-23 11:34:54.8|      41694.828|        8.12|     142.63|N        |N          |     0.789|          66|  0.4790|       0.2430|      9.2160|      1.303|          132|  0.5470|        0.1170|       9.4080|       1.920|           264|   0.4690|         0.0570|        9.7920|        |         |         |        |         |         |4.1410e-07|     2.8787e-08|5.4932e-07|     3.0229e-08|5.7711e-07|     7.3918e-08|0.0000e+00|     6.8766e-07|DATA GAPS DURING THE EVENT                                            |                                                                      |                                                                      |                                     |DURATION DETERMINED VISUALLY AS ~ 85 S                                |
|      05508|4B 960621C|23 43.5|+14 17| 99.14|-45.42|      10255|1996-06-21 02:20:12.4|       8412.426|        5.84|     157.64|N        |N          |          |            |  1.3980|       0.2110|      0.0640|           |             |  1.2180|        0.1050|       0.1920|            |              |   0.7930|         0.0500|        0.5760| 439.104|    5.261|   24.704| 488.704|    6.213|   -0.320|1.0985e-07|     1.1801e-08|1.3309e-07|     1.0265e-08|1.4835e-07|     2.4264e-08|0.0000e+00|     1.4134e-07|                                                                      |                                                                      |                                                                      |                                     |                                                                      |
|      02463|4B 930725 |03 57.0|+14 17|176.15|-28.84|       9193|1993-07-25 17:45:21.4|      63921.430|       18.13|     173.97|N        |N          |     2.545|          66|  2.3920|       0.2870|      0.0000|   -999.000|          132|  0.5880|        0.1130|       0.0640|    -999.000|           242|   0.1780|         0.0520|        0.9600|   0.064|    0.091|   -0.064|   0.064|    0.091|   -0.064|1.4276e-08|     1.3535e-08|2.7214e-08|     1.4567e-08|4.3394e-08|     3.5043e-08|7.3567e-08|     4.2173e-07|                                                                      |                                                                      |OCCULTATION STEP (DECAY) AT ~T+280S IN LAD 6 (BG SOURCE).             |                                     |                                                                      |
|      00121|4B 910429 |11 39.0|+14 20|246.48| 68.82|       8375|1991-04-29 03:11:49.8|      11509.800|        1.36|      85.46|Y        |Y          |     2.074|          70|  1.7930|       0.2700|     53.8880|   -999.000|         -999|  1.4960|        0.1360|       1.9840|    -999.000|          -999|   1.1280|         0.0630|        2.3040|  48.640|    0.373|    6.208|  75.008|    1.280|   -8.128|2.4987e-06|     3.9769e-08|2.6381e-06|     3.6622e-08|4.7813e-06|     1.0211e-07|7.2660e-06|     1.1075e-06|                                                                      |ULYSSES RATE INCREASE, GINGA                                          |                                                                      |                                     |                                                                      |
|      01723|4B 920724 |07 50.1|+14 22|206.31| 19.35|       8827|1992-07-24 17:09:10.9|      61750.910|        3.71|      98.87|N        |N          |          |            |        |             |            |           |             |        |              |             |            |              |         |               |              |        |         |         |        |         |         |          |               |          |               |          |               |          |               |EXTENSIVE DATA GAPS DURING BURST.                                     |                                                                      |                                                                      |                                     |VISUAL DURATION ESTIMATE OF &gt; 50 S, USING MER DATA.                   |
|      02582|4B 931013C|14 06.2|+14 23|  0.49| 68.42|       9273|1993-10-13 16:53:58.9|      60838.941|       11.65|      91.40|N        |Y          |          |            |        |             |            |           |             |        |              |             |            |              |         |               |              |        |         |         |        |         |         |          |               |          |               |          |               |          |               |DATA GAP DURING BURST ACCUMULATION INTERVAL.                          |                                                                      |                                                                      |                                     |VISUAL DURATION ESTIMATE OF ~ 0.25 S, USING TTE, DISCSC, DISCLB,; TTS,|
|      04701|4B 960201 |23 52.2|+14 28|102.06|-46.00|      10114|1996-02-01 21:48:43.3|      78523.336|        0.31|     139.81|Y        |N          |          |            |  7.4990|       0.3450|     23.8720|           |             |  7.1350|        0.1690|      24.0640|            |              |   6.1350|         0.0790|       16.0000|  12.992|    0.091|   12.544|  74.688|    0.320|   -0.704|2.9024e-06|     4.9760e-08|4.0794e-06|     4.6115e-08|1.4130e-05|     1.1784e-07|1.4175e-05|     1.0477e-06|                                                                      |                                                                      |                                                                      |                                     |                                                                      |
|      01036|4B 911110 |20 25.6|+14 34| 57.20|-13.26|       8570|1991-11-10 18:56:22.6|      68182.641|        1.80|     164.76|N        |Y          |     0.800|          71|  1.0380|       0.2540|     31.8080|      1.131|          143|  0.9360|        0.1250|      31.8720|       1.462|           286|   0.6560|         0.0590|       32.4480|  32.832|    0.551|    0.320| 100.096|    2.319|  -17.920|9.7194e-07|     5.0034e-08|1.2863e-06|     4.9765e-08|3.2165e-06|     9.7668e-08|0.0000e+00|     4.5136e-07|                                                                      |                                                                      |                                                                      |                                     |                                                                      |
|      03358|4B 950115 |02 35.8|+14 37|157.34|-41.17|       9732|1995-01-15 06:53:11.5|      24791.473|        1.10|     151.80|N        |N          |     0.916|          49|  1.2410|       0.2270|      0.5120|      1.385|           99|  0.9290|        0.1110|       0.5120|       2.505|           198|   0.8810|         0.0550|        1.4720|  10.048|    0.373|    2.240|  25.024|    3.338|   -0.448|3.6474e-07|     3.5119e-08|5.3955e-07|     2.8513e-08|9.6310e-07|     7.0955e-08|1.0390e-06|     6.3835e-07|                                                                      |                                                                      |                                                                      |                                     |                                                                      |
|      00869|4B 911005 |15 43.2|+14 44| 24.60| 48.25|       8534|1991-10-05 07:37:44.8|      27464.811|        0.70|     103.90|N        |N          |     3.634|          66|  3.5450|       0.4280|    109.5040|      6.744|          132|  3.5170|        0.2070|     109.6320|       9.470|           264|   2.9190|         0.0980|      110.3360|  19.328|    0.181|   90.176| 110.464|    0.572|    2.368|7.5737e-07|     2.6854e-08|1.8642e-06|     4.3098e-08|5.5431e-06|     1.1044e-07|1.0594e-05|     1.1039e-06|                                                                      |ULYSSES RATE INCREASE                                                 |BACKGROUND SOURCE                                                     |                                     |                                                                      |
|      02138|4B 930120 |17 25.2|+14 44| 37.03| 25.60|       9007|1993-01-20 23:31:40.3|      84700.289|        2.14|     113.69|N        |N          |     6.770|          66|  7.0840|       0.3940|     75.5840|     13.372|          132|  7.0040|        0.1960|      75.7760|      24.538|           264|   6.7720|         0.0970|       75.7760|  11.968|    0.143|   73.472|  77.248|    8.400|   26.176|4.3949e-06|     2.7643e-08|5.4730e-06|     3.7237e-08|1.8536e-05|     9.2067e-08|1.2139e-05|     7.8059e-07|                                                                      |ULYSSES, MO, DMS                                                      |SOLAR FLARE DURING THE EVENT AT SPEC DETECTOR 2.                      |                                     |                                                                      |
|      02948|4B 940425C|21 31.8|+14 53| 67.66|-25.90|       9467|1994-04-25 12:14:23.4|      44063.391|        2.40|     148.89|N        |N          |     0.717|          71|  0.8150|       0.2230|      9.4720|      1.159|          143|  0.7000|        0.1090|      24.8960|       1.479|           264|   0.5410|         0.0530|       24.8320|  48.768|    1.196|    4.736| 101.216|    4.284|  -14.336|1.3846e-06|     3.2050e-08|1.2341e-06|     3.8276e-08|2.4081e-06|     9.9763e-08|5.2901e-06|     1.5589e-06|                                                                      |                                                                      |                                                                      |                                     |                                                                      |
|      05572|4B 960813 |05 59.3|+14 55|193.70| -4.40|      10308|  1996-08-13 05:46:10|      20769.994|        1.18|     139.06|N        |N          |     4.310|          63|  7.1860|       0.2980|      0.8320|      2.775|          126|  3.4310|        0.1210|       0.8960|       1.786|           234|   1.7170|         0.0530|        0.9600|  11.200|    0.771|    0.640|  20.096|    0.771|   -0.064|6.9612e-08|     1.0879e-08|1.0388e-07|     9.3703e-09|5.4070e-07|     2.6071e-08|2.9460e-07|     2.1275e-07|                                                                      |                                                                      |                                                                      |                                     |LIMITED PRETRIGGER BACKGROUND DUE TO MISSING DATA PRIOR TO T-22 S.    |
|      03648|4B 950624 |11 01.5|+14 59|232.74| 61.71|       9892|1995-06-24 23:21:24.4|      84084.398|        0.59|     167.74|N        |N          |          |            |  5.9070|       0.3100|     41.0240|           |             |  5.7000|        0.1530|      41.0880|            |              |   5.3620|         0.0740|       41.6640|  27.840|    0.264|   15.744|  57.088|    1.860|    0.960|2.5775e-06|     4.4995e-08|2.7409e-06|     3.1909e-08|6.0440e-06|     7.7567e-08|4.5934e-06|     6.6632e-07|                                                                      |                                                                      |                                                                      |                                     |                                                                      |
|      02863|4B 940306 |20 03.3|+15 06| 54.74| -8.41|       9417|1994-03-06 03:37:13.1|      13033.110|        2.58|      89.98|N        |N          |          |            |  2.0060|       0.2720|      7.2320|           |             |  1.8320|        0.1320|       8.0000|            |              |   1.7180|         0.0650|        8.0640|  16.128|    0.779|    7.808|  42.624|    2.210|    2.112|1.2963e-06|     3.4349e-08|1.7801e-06|     3.1738e-08|6.5642e-06|     9.8690e-08|1.2321e-05|     1.6281e-06|DATA GAP DURING BURST ACCUMULATION INTERVAL.                          |ULYSSES RATE INCREASE                                                 |EVENT RIDES AT THE END OF MAGNETOSPHERIC ACTIVITY.                    |                                     |                                                                      |
|      03059|4B 940704B|01 50.8|+15 07|143.54|-45.37|       9537|1994-07-04 03:28:06.6|      12486.640|        9.62|      80.25|N        |N          |          |            |        |             |            |           |             |        |              |             |            |              |         |               |              |        |         |         |        |         |         |          |               |          |               |          |               |          |               |DATA GAP DURING BURST ACCUMULATION INTERVAL.                          |                                                                      |PARTICLE EVENT AT ~T+150S IN LAD 2 &amp; 3.                               |                                     |VISUAL DURATION ESTIMATE OF &gt; 0.1 S, USING TTE AND DISCLB DATA.       |
|      00501|4B 910708 |00 48.4|+15 07|121.82|-47.75|       8445|1991-07-08 09:41:40.6|      34900.590|        2.62|      90.92|N        |N          |     1.357|          66|  1.1470|       0.2380|      0.2560|      2.610|          132|  1.0990|        0.1180|       0.2560|       2.655|           264|   0.9230|         0.0570|        0.7680|   4.992|    0.590|    0.448|  33.728|    1.988|   -0.448|1.3824e-07|     7.4931e-09|1.5032e-07|     8.0585e-09|3.6058e-07|     2.5701e-08|0.0000e+00|     1.0169e-07|                                                                      |                                                                      |                                                                      |                                     |                                                                      |
|      05427|4B 960415 |00 10.6|+15 07|108.50|-46.60|      10188|1996-04-15 21:41:28.9|      78088.906|        2.06|     123.29|N        |N          |     1.932|          66|  1.8650|       0.1980|      3.3920|      3.136|          132|  1.4840|        0.0950|       3.3920|       5.686|           286|   1.3780|         0.0470|        3.7760|        |         |         |        |         |         |4.1946e-07|     1.9201e-08|5.6725e-07|     1.5702e-08|1.4908e-06|     4.1345e-08|7.0828e-07|     3.4424e-07|                                                                      |                                                                      |                                                                      |                                     |OCCULTATION STEP OCCURS DURING BURST.; VISUAL DURATION ESTIMATE OF ~ 1|
|      00332|4B 910612 |22 28.3|+15 25| 79.39|-35.08|       8419|1991-06-12 08:49:15.9|      31755.881|        1.11|     140.82|N        |N          |     1.689|          66|  1.2380|       0.2250|      3.2640|      3.134|          132|  1.1880|        0.1100|       3.0720|       5.367|           264|   1.1270|         0.0540|        3.2640|  13.760|    0.590|    4.096|  50.624|    4.418|    0.768|5.1098e-07|     1.6855e-08|8.8790e-07|     1.7012e-08|1.9133e-06|     5.0136e-08|7.0950e-07|     3.0290e-07|                                                                      |                                                                      |                                                                      |                                     |                                                                      |
|      01319|4B 920128 |06 26.9|+15 43|196.19|  1.83|       8649|1992-01-28 03:11:27.8|      11487.850|        3.61|     117.40|N        |N          |  -999.000|          66|  0.7850|       0.2530|     -0.3840|   -999.000|          132|  0.7330|        0.1250|      -0.1920|       1.541|           264|   0.6060|         0.0610|        0.0640|        |         |         |        |         |         |1.9242e-07|     1.0168e-08|1.6517e-07|     1.1435e-08|1.4322e-07|     2.0521e-08|0.0000e+00|     2.1171e-07|DATA GAPS DURING THE EVENT                                            |                                                                      |PARTICLE EVENT STARTS AT T+100 S                                      |                                     |DATA GAPS DURING THE EVENT; DURATION ESTIMATE IMPOSSIBLE              |
|      02844|4B 940223 |01 12.6|+15 44|130.39|-46.83|       9406|1994-02-23 08:00:13.7|      28813.721|        7.79|     104.64|N        |N          |          |            |  0.8150|       0.2320|     -0.0640|           |             |  0.7280|        0.1150|       0.0000|            |              |   0.2570|         0.0520|        2.3040|   1.880|    0.054|   -0.033|   2.752|    0.264|   -0.256|2.0782e-08|     1.5116e-08|2.2097e-08|     1.6650e-08|8.9808e-08|     4.6628e-08|0.0000e+00|     4.5541e-07|DATA GAP DURING BURST ACCUMULATION INTERVAL.                          |ULYSSES RATE INCREASE                                                 |                                                                      |                                     |                                                                      |
|      02136|4B 930116 |16 28.0|+15 55| 31.98| 38.80|       9003|  1993-01-16 02:47:02|      10022.020|        1.02|     133.93|N        |N          |          |            |        |             |            |           |             |        |              |             |            |              |         |               |              |        |         |         |        |         |         |          |               |          |               |          |               |          |               |EXTENSIVE DATA GAPS DURING BURST.                                     |ULYSSES RATE INCREASE                                                 |                                                                      |                                     |VISUAL DURATION ESTIMATE OF &gt; 43 S.                                   |
|      02529|4B 930913 |10 17.3|+15 55|222.30| 52.62|       9243|1993-09-13 17:35:14.7|      63314.711|        9.63|     141.99|N        |N          |     1.030|          66|  1.0680|       0.2440|      0.0000|      1.114|          132|  0.6900|        0.1150|       0.0000|    -999.000|           264|   0.1980|         0.0520|        0.5760|   0.192|    0.091|   -0.192|   0.256|    0.091|   -0.256|4.6333e-08|     1.9157e-08|1.2818e-08|     1.5515e-08|4.4078e-08|     4.1300e-08|6.0480e-08|     5.4789e-07|                                                                      |                                                                      |PARTICLE EVENT AT ~T+550S IN LAD 1 &amp; 3.                               |                                     |                                                                      |
|      01885|4B 920901 |17 26.6|+16 04| 38.52| 25.82|       8866|1992-09-01 06:06:15.7|      21975.680|        2.33|     140.16|N        |N          |     1.015|          66|  0.8830|       0.2120|      2.3680|      1.106|          192|  0.7590|        0.1030|       0.6400|       1.567|           480|   0.6440|         0.0500|        4.6720|  24.960|    1.012|    5.440|  61.632|    3.477|   -0.576|3.0621e-07|     1.8685e-08|9.2820e-07|     2.1516e-08|2.1577e-06|     5.0073e-08|0.0000e+00|     2.8033e-07|                                                                      |                                                                      |                                                                      |                                     |                                                                      |
|      02283|4B 930404 |02 02.0|+16 06|146.61|-43.51|       9081|1993-04-04 05:25:44.1|      19544.131|        9.52|      85.46|N        |N          |     1.252|          60|  0.9930|       0.2130|      1.9200|   -999.000|          121|  0.7200|        0.1020|       0.1920|       1.855|           242|   0.2280|         0.0450|        0.3200|   1.920|    0.091|    0.000|   2.240|    0.326|   -0.064|0.0000e+00|     1.6579e-08|1.2057e-08|     1.3800e-08|1.4010e-07|     3.9362e-08|1.9572e-06|     8.4953e-07|                                                                      |                                                                      |                                                                      |                                     |HIGH TIME RESOLUTION DATA NOT AVAILABLE.                              |
|      02340|4B 930514B|22 56.8|+16 25| 87.01|-38.34|       9121|  1993-05-14 16:57:27|      61047.039|        2.03|     123.74|N        |N          |     2.123|          66|  1.7740|       0.2430|     15.2320|      3.637|          132|  1.6060|        0.1190|      14.3360|       5.784|           242|   1.3730|         0.0580|       14.9760|  11.584|    0.143|    3.584|  22.464|    0.091|    0.448|4.1710e-07|     2.4695e-08|7.2399e-07|     2.1918e-08|1.6142e-06|     5.9428e-08|1.3360e-06|     6.9391e-07|                                                                      |                                                                      |OCCULTATION STEP (RISE) AT ~T+650S IN LAD 0.                          |                                     |                                                                      |
|      01726|4B 920727 |21 38.1|+16 26| 70.06|-26.01|       8830|1992-07-27 11:59:05.9|      43145.859|        3.19|      75.85|N        |N          |          |            |        |             |            |           |             |        |              |             |            |              |         |               |              |        |         |         |        |         |         |          |               |          |               |          |               |          |               |VERY LIMITED DATATYPES AVAILABLE.                                     |ULYSSES                                                               |                                                                      |LOCATION DERIVED USING ONLY MAX RATES|VISUAL DURATION ESTIMATE OF &gt; 4 S, USING TTS DATA.                    |
|      02217|4B 930304 |05 17.3|+16 26|187.06|-12.23|       9050|  1993-03-04 08:38:42|      31122.051|        4.11|     124.71|N        |N          |     4.417|          66|  3.5630|       0.3140|      0.3840|      7.187|          132|  3.0150|        0.1490|       0.4480|       7.424|           242|   1.6150|         0.0620|        0.8320|   0.321|    0.029|    0.135|   0.656|    0.029|   -0.024|2.1093e-08|     2.8080e-09|2.9111e-08|     3.0864e-09|4.1386e-07|     1.1004e-08|4.1564e-06|     2.0770e-07|DATA GAPS ENDS AT T-50 S.                                             |                                                                      |BACKGROUND SOURCE IN BOTH TRIGGERED DETECTORS.                        |                                     |                                                                      |
|      02592|4B 931019B|03 52.9|+16 26|173.60|-28.08|       9279|  1993-10-19 09:45:28|      35127.961|        8.58|      90.31|N        |N          |          |            |        |             |            |           |             |        |              |             |            |              |         |               |              |        |         |         |        |         |         |          |               |          |               |          |               |          |               |DATA GAP DURING BURST ACCUMULATION INTERVAL.                          |                                                                      |OCCULTATION STEP (RISE) AT ~T+100S IN LAD 6 &amp; 7.                      |                                     |VISUAL DURATION ESTIMATE OF                                           |
|      02901|4B 940331 |04 19.2|+16 31|178.24|-23.36|       9442|  1994-03-31 20:59:36|      75575.961|        5.42|     161.50|N        |N          |          |            |  0.8480|       0.2350|     -0.0640|           |             |  0.5890|        0.1130|      -0.0640|            |              |   0.4740|         0.0560|        0.6400|   9.984|    0.528|    0.000|  28.416|    3.274|   -1.728|4.6090e-07|     1.9101e-08|2.5509e-07|     1.9492e-08|6.7497e-08|     4.3273e-08|0.0000e+00|     4.3080e-07|DATA GAP DURING BURST ACCUMULATION INTERVAL.                          |                                                                      |                                                                      |                                     |                                                                      |
|      03215|4B 941003 |07 02.4|+16 36|199.23|  9.85|       9628|1994-10-03 17:01:32.7|      61292.656|        3.95|      95.90|N        |N          |          |            | 13.3370|       0.3960|      0.0640|           |             |  6.4810|        0.1500|       0.1920|            |              |   1.7220|         0.0530|        0.7680|   0.128|    0.091|   -0.064|   0.640|    0.091|   -0.064|3.9885e-08|     4.2755e-09|6.1356e-08|     4.1462e-09|3.5103e-07|     1.1450e-08|9.2574e-07|     1.0396e-07|                                                                      |                                                                      |                                                                      |                                     |DATA GAP FROM T+58 TO T+89 S.; HIGH TIME RESOLUTION DATA NOT AVAILABLE|
|      02510|4B 930902B|06 49.9|+16 43|197.81|  7.20|       9232|1993-09-02 21:27:58.9|      77278.867|        2.92|     158.87|N        |N          |     0.914|          66|  0.9240|       0.2240|      2.5600|      1.627|          132|  0.8020|        0.1100|       2.5600|       2.322|           242|   0.6990|         0.0540|        3.3920|   5.056|    0.389|    1.280|  15.552|    2.057|   -1.216|4.5596e-07|     3.9488e-08|7.4936e-07|     4.3438e-08|1.8517e-06|     1.0374e-07|1.0956e-06|     1.0147e-06|                                                                      |                                                                      |PRECURSOR AT ~T-60S.                                                  |                                     |                                                                      |
|      04898|4B 960216 |23 41.8|+16 45| 99.88|-42.99|      10129|1996-02-16 16:03:16.2|      57796.168|        0.52|     176.53|N        |N          |          |            |        |             |            |           |             |        |              |             |            |              |         |               |              |        |         |         |        |         |         |          |               |          |               |          |               |          |               |                                                                      |                                                                      |                                                                      |                                     |VISUAL DURATION ESTIMATE OF &gt; 12 S, BASED ON DISCLB DATA.             |
|      01456|4B 920301 |22 56.7|+16 50| 87.30|-37.97|       8682|1992-03-01 11:34:22.1|      41662.059|        3.17|     116.71|N        |N          |     0.591|          71|  0.7830|       0.2530|      0.0000|      0.923|          143|  0.5330|        0.1240|       1.1520|       1.241|           286|   0.4150|         0.0610|        0.0000|  17.600|    0.689|   -1.408|  47.872|    2.851|  -14.848|5.2519e-07|     3.1836e-08|4.3554e-07|     3.2741e-08|9.6170e-07|     7.8658e-08|8.7097e-07|     1.0005e-06|DATA GAP STARTING AT T+120 S                                          |                                                                      |                                                                      |                                     |                                                                      |
|      01792|4B 920811B|06 45.3|+16 50|197.22|  6.28|       8845|1992-08-11 05:17:54.1|      19074.109|        2.35|     167.41|N        |N          |          |            |        |             |            |           |             |        |              |             |            |              |         |               |              |        |         |         |        |         |         |          |               |          |               |          |               |          |               |VERY LIMITED DATATYPES AVAILABLE.                                     |                                                                      |                                                                      |LOCATION DERIVED USING ONLY MAX RATES|HIGH TIME-RESOLUTION DATA NOT AVAILABLE.                              |
|      00594|4B 910730 |20 55.5|+16 56| 63.49|-17.82|       8467|1991-07-30 22:27:14.2|      80834.156|        2.22|     173.64|N        |N          |     1.652|          66|  1.0520|       0.2160|     25.2800|      2.729|          132|  0.8720|        0.1040|      25.4080|       4.352|           264|   0.7370|         0.0510|       12.2240|  13.888|    0.410|    3.968|  26.880|    0.286|   -1.536|2.4101e-07|     1.7144e-08|5.0578e-07|     1.6320e-08|1.9638e-06|     4.4519e-08|2.2161e-06|     4.1234e-07|                                                                      |                                                                      |                                                                      |                                     |                                                                      |
|      03735|4B 950804B|12 27.5|+16 57|273.15| 78.42|       9933|1995-08-04 12:36:16.7|      45376.691|        2.92|     139.82|N        |N          |     3.090|         180|  4.8340|       0.2930|      0.5760|      6.763|          216|  4.1590|        0.1380|       0.6400|       4.035|           432|   2.1610|         0.0560|        0.8320|   0.320|    0.036|    0.269|   1.301|    0.091|   -0.576|2.7136e-08|     4.6444e-09|5.5077e-08|     5.0549e-09|5.4575e-07|     1.5797e-08|3.5387e-06|     2.3075e-07|                                                                      |                                                                      |                                                                      |                                     |                                                                      |
