# Results from heasarc_batse4b: CGRO/BATSE 4B Catalog
# Coordinate system:  Equatorial
#%|trigger_num|name      |ra     |dec   |lii   |bii   |day_trigger|time                 |seconds_trigger|error_radius|earth_angle|overwrite|overwritten|max_cts_64|threshold_64|flux_64 |flux_64_error|flux_64_time|max_cts_256|threshold_256|flux_256|flux_256_error|flux_256_time|max_cts_1024|threshold_1024|flux_1024|flux_1024_error|flux_1024_time|t50     |t50_error|t50_start|t90     |t90_error|t90_start|fluence_1 |fluence_1_error|fluence_2 |fluence_2_error|fluence_3 |fluence_3_error|fluence_4 |fluence_4_error|comments_quality                                                      |comments_otherobs                                                     |comments_general                                                      |comments_position                    |comments_duration                                                     |
|      03875|4B 951019 |10 46.0|-87 49|301.67|-25.25|      10009|1995-10-19 13:24:04.7|      48244.723|        1.80|      90.60|N        |N          |     2.312|          82|  3.0230|       0.2260|      0.1280|      4.285|          165|  2.8020|        0.1120|       0.3200|       5.039|           364|   2.1610|         0.0530|        0.9600|   1.728|    0.143|    0.320|   8.384|    1.473|    0.000|3.5286e-07|     1.2759e-08|2.8148e-07|     8.8741e-09|3.2130e-07|     1.9202e-08|1.2471e-07|     1.4129e-07|                                                                      |                                                                      |                                                                      |                                     |                                                                      |
|      03441|4B 950225B|12 56.2|-85 02|303.04|-22.16|       9773|  1995-02-25 17:09:38|      61777.969|        8.94|     122.47|N        |N          |     1.603|          63|  2.0570|       0.2500|      0.0000|   -999.000|          126|  1.1620|        1.2920|       0.1280|       0.933|           216|   0.3780|         1.2900|        0.5120|   0.096|    0.036|   -0.054|   0.240|    0.115|   -0.086|4.2762e-09|     2.3249e-08|1.1336e-08|     2.4669e-08|5.8132e-08|     7.3873e-08|4.8857e-08|     7.1691e-07|                                                                      |                                                                      |                                                                      |                                     |                                                                      |
|      01579|4B 920502C|08 12.6|-84 31|297.25|-25.11|       8744|1992-05-02 19:05:03.9|      68703.852|        2.83|      77.75|N        |N          |     4.153|          66|  3.4260|       0.3100|      4.6080|      7.277|          132|  3.2480|        0.1520|       4.8000|      10.508|           264|   2.6430|         0.0710|        4.8640|  25.280|    0.962|    4.160|  73.472|    4.160|    2.496|2.2775e-07|     1.4515e-08|4.6581e-07|     1.6820e-08|3.1774e-06|     4.8660e-08|1.4528e-05|     7.4977e-07|DATA GAP ENDS AT T-100 S.                                             |ULYSSES RATE INCREASE                                                 |BACKGROUND SOURCE (VELA X-1) AT TRIGGERED DETECTOR 0.                 |                                     |                                                                      |
|      01608|4B 920517B|03 40.1|-84 29|298.62|-31.14|       8759|1992-05-17 00:34:37.6|       2077.610|        7.67|      71.16|N        |N          |          |            |        |             |            |           |             |        |              |             |            |              |         |               |              |        |         |         |        |         |         |          |               |          |               |          |               |          |               |LIMITED DATATYPES AVAILABLE.                                          |                                                                      |                                                                      |LOCATION DERIVED USING ONLY MAX RATES|VISUAL DURATION ESTIMATE OF &gt; 0.7 S.                                  |
|      02590|4B 931017 |12 05.8|-83 07|301.48|-20.37|       9277|1993-10-17 01:17:49.3|       4669.340|        0.65|     106.57|N        |N          |          |            |        |             |            |           |             |        |              |             |            |              |         |               |              |        |         |         |        |         |         |          |               |          |               |          |               |          |               |DATA GAP DURING BURST ACCUMULATION INTERVAL.                          |ULYSSES                                                               |                                                                      |                                     |VISUAL DURATION ESTIMATE OF &gt; 2 S, USING PREB AND TTS DATA.           |
|      02401|4B 930619 |16 13.1|-82 46|308.95|-22.39|       9157|1993-06-19 19:10:57.1|      69057.148|       10.53|      72.76|N        |N          |  -999.000|          66|  0.7040|       0.2330|     -0.8320|   -999.000|          132|  0.6710|        0.1150|      -0.6400|       1.285|           242|   0.4900|         0.0550|       -0.0640|   1.472|    0.264|   -0.704|   3.200|    0.516|   -0.896|5.0419e-08|     1.4847e-08|4.6893e-08|     1.6209e-08|1.7277e-07|     4.5256e-08|6.6052e-07|     7.9981e-07|                                                                      |                                                                      |                                                                      |                                     |                                                                      |
|      01306|4B 920120 |20 01.2|-82 45|310.85|-29.08|       8641|  1992-01-20 22:30:40|      81039.977|        3.88|     122.92|N        |N          |  -999.000|          71|  0.6790|       0.2370|     -0.6400|   -999.000|          143|  0.5420|        0.1170|      -0.6400|       1.374|           286|   0.4350|         0.0580|       -0.0640|   3.072|    0.181|   -0.512|   7.296|    2.834|   -1.856|1.4293e-07|     1.2813e-08|1.2444e-07|     1.3041e-08|1.8113e-07|     2.3347e-08|3.2798e-07|     2.1564e-07|                                                                      |                                                                      |BACKGROUND SOURCE (VELA X-1)                                          |                                     |                                                                      |
|      01590|4B 920509 |22 44.9|-82 26|307.68|-33.49|       8751|1992-05-09 11:19:14.8|      40754.789|        3.70|      86.71|N        |N          |  -999.000|        -999|  0.6620|       0.1970|     14.4000|   -999.000|         -999|  0.5770|        0.0960|      14.4640|       1.269|           242|   0.4930|         0.0470|       15.2320|  30.592|    0.889|    1.536|  69.504|    3.765|  -13.312|1.0578e-06|     2.4715e-08|8.2632e-07|     2.2245e-08|1.2134e-06|     5.3795e-08|0.0000e+00|     3.5502e-07|DATA GAP ENDS AT T-150 S.                                             |                                                                      |                                                                      |                                     |                                                                      |
|      03255|4B 941023 |14 09.1|-82 21|305.63|-19.89|       9648|1994-10-23 04:34:32.2|      16472.242|        0.42|      83.09|N        |N          |     6.417|          60| 12.6670|       0.4210|     28.8000|     11.600|          121| 11.8660|        0.2060|      28.9280|      13.207|           220|   9.4460|         0.0940|       29.5040|  20.160|    0.091|    9.088|  34.880|    0.653|    0.704|3.9413e-06|     3.2081e-08|3.4138e-06|     2.7971e-08|6.1144e-06|     6.7950e-08|3.3134e-06|     5.4861e-07|                                                                      |                                                                      |                                                                      |                                     |                                                                      |
|      03590|4B 950522B|06 05.5|-81 41|293.65|-28.48|       9859|1995-05-22 06:38:16.9|      23896.881|        0.96|      78.26|N        |N          |          |            |        |             |            |           |             |        |              |             |            |              |         |               |              |        |         |         |        |         |         |          |               |          |               |          |               |          |               |                                                                      |                                                                      |                                                                      |                                     |VISUAL DURATION ESTIMATE OF &gt; 12 S, BASED ON DISCLB AND DISCLA; GAP DA|
|      01303|4B 920116 |10 11.2|-81 19|296.98|-20.36|       8637|1992-01-16 18:30:34.9|      66634.859|        1.94|      73.73|N        |N          |     1.556|          66|  1.1300|       0.2570|      3.2000|      2.401|          132|  0.8290|        0.1230|       3.2000|       2.992|           242|   0.6040|         0.0570|        5.6960|   7.936|    0.181|    3.008|  21.248|    2.064|   -4.096|2.1192e-07|     1.4443e-08|2.4633e-07|     1.6650e-08|1.1846e-06|     3.4984e-08|1.2733e-05|     7.8218e-07|                                                                      |PVO RATE INCREASE, GRANAT-WATCH                                       |                                                                      |                                     |                                                                      |
|      00761|4B 910905 |00 00.0|-81 03|305.38|-35.83|       8504|1991-09-05 23:48:55.3|      85735.281|        0.82|      75.62|N        |N          |     3.091|          66|  3.5880|       0.3770|      2.9440|      5.433|          132|  3.2080|        0.1830|       3.0080|       7.322|           264|   2.8210|         0.0880|        3.5840|  40.128|    0.286|   12.224|  81.472|    1.105|    0.192|2.1954e-06|     3.6868e-08|4.1183e-06|     5.3324e-08|1.1683e-05|     1.2254e-07|1.5457e-05|     1.0155e-06|DATA GAPS IN BURST DATA                                               |ULYSSES                                                               |                                                                      |                                     |                                                                      |
|      02395|4B 930614C|02 14.6|-80 32|298.80|-35.92|       9152|1993-06-14 21:50:54.3|      78654.273|       16.21|      75.52|N        |N          |     1.273|          66|  1.6620|       0.3120|      0.0000|   -999.000|          132|  0.6760|        0.1380|       0.0640|       0.553|           264|   0.1810|         0.0630|        0.7040|   0.064|    0.091|   -0.064|   0.128|    0.091|   -0.064|4.1830e-10|     2.1537e-09|9.0176e-09|     2.1433e-09|3.1302e-08|     5.5693e-09|2.1624e-08|     8.8974e-08|                                                                      |                                                                      |BACKGROUND SOURCE IN LAD 2.                                           |                                     |HIGH TIME RESOLUTION DATA NOT AVAILABLE.                              |
|      03322|4B 941217 |08 40.7|-80 22|293.68|-22.41|       9703|1994-12-17 04:01:31.3|      14491.313|        6.87|     107.06|N        |N          |          |            |  0.9610|       0.1800|      4.5440|           |             |  0.7710|        0.0890|       4.6720|            |              |   0.6620|         0.0440|        5.0560|  11.360|    1.042|   -5.120|  26.720|    4.845|  -16.384|7.5962e-08|     1.8490e-08|2.1349e-07|     1.6192e-08|6.4744e-07|     5.1060e-08|2.0529e-07|     4.1623e-07|                                                                      |                                                                      |                                                                      |                                     |                                                                      |
|      03639|4B 950611B|14 41.4|-79 34|307.97|-17.78|       9879|1995-06-11 05:41:49.9|      20509.873|        3.14|     116.45|N        |N          |          |            |  1.5350|       0.0520|    666.1120|           |             |  1.1260|        0.0240|     667.1360|            |              |   0.8500|         0.0480|        1.4720|        |         |         |        |         |         |6.6665e-07|     1.0834e-07|6.8028e-07|     1.0348e-07|1.9302e-06|     3.1326e-07|2.4867e-06|     3.9126e-06|                                                                      |                                                                      |                                                                      |                                     |DATA GAP, FROM T+248 TO T+277 S, OCCURS DURING BURST.; VISUAL DURATION|
|      02145|4B 930124 |19 09.2|-79 27|314.81|-27.44|       9011|1993-01-24 18:16:58.2|      65818.242|       16.35|      83.62|N        |N          |          |            |  0.9850|       0.2200|      0.0000|           |             |  0.6920|        0.1030|       0.1280|            |              |   0.2360|         0.0460|        0.3200|   0.192|    0.143|   -0.128|   0.768|    0.405|   -0.576|3.3890e-09|     2.2926e-09|9.8610e-09|     2.6056e-09|4.6064e-08|     7.2375e-09|1.3044e-07|     9.5889e-08|DATA GAP DURING BURST ACCUMULATION INTERVAL.                          |                                                                      |                                                                      |                                     |HIGH TIME-RESOLUTION DATA NOT AVAILABLE.                              |
|      02375|4B 930606B|16 50.6|-79 16|312.89|-21.38|       9144|1993-06-06 07:18:48.7|      26328.711|        2.90|     116.43|N        |N          |     1.470|          60|  1.5820|       0.3120|      4.1600|      2.059|          121|  1.1040|        0.1470|       3.6480|       3.098|           242|   0.9130|         0.0710|        4.2880|  35.712|    5.194|   11.712|  67.840|    3.756|    1.088|3.2341e-07|     2.9585e-08|3.7886e-07|     3.3083e-08|2.4787e-06|     8.5765e-08|2.9939e-06|     1.0035e-06|                                                                      |ULYSSES RATE INCREASE                                                 |BACKGROUND SOURCE IN LAD 2 &amp; 6.                                       |                                     |                                                                      |
|      05456|4B 960508B|17 13.3|-77 37|315.03|-21.48|      10211|1996-05-08 19:00:05.5|      68405.453|        2.49|     106.41|N        |N          |          |            |  3.4420|       0.2410|      0.3200|           |             |  2.8740|        0.1140|       0.1920|            |              |   1.5470|         0.0490|        0.7040|   2.048|    0.143|    0.128|   3.904|    0.643|   -0.064|9.7238e-08|     7.6317e-09|1.7241e-07|     7.9808e-09|4.8803e-07|     2.1178e-08|4.8162e-07|     1.9986e-07|                                                                      |                                                                      |                                                                      |                                     |                                                                      |
|      05547|4B 960722C|03 28.2|-77 09|292.84|-36.72|      10286|1996-07-22 04:08:31.6|      14911.562|        2.48|      80.29|N        |N          |     1.598|          49|  1.9670|       0.2350|      0.4480|      2.708|           99|  1.6800|        0.1150|       0.5120|       2.960|           198|   1.1350|         0.0540|        0.8960|   0.512|    0.091|    0.064|   0.896|    0.143|   -0.064|3.0062e-08|     5.3227e-09|1.8365e-08|     3.9995e-09|2.8414e-07|     1.2263e-08|1.7416e-06|     1.8960e-07|                                                                      |                                                                      |                                                                      |                                     |DATA GAP FROM T+147 TO T+266 S.; HIGH TIME RESOLUTION DATA NOT AVAILAB|
|      03374|4B 950123 |15 41.6|-76 48|312.23|-17.11|       9740|1995-01-23 07:42:04.1|      27724.145|       11.32|     104.91|N        |N          |          |            |  2.0970|       0.2260|      0.0000|           |             |  1.2780|        0.1020|       0.1280|            |              |   0.4980|         0.0450|        0.5120|   0.880|    0.082|   -0.108|   2.284|    0.504|   -0.384|1.5267e-08|     4.3627e-09|2.5023e-08|     4.2130e-09|9.8010e-08|     1.3211e-08|4.7630e-07|     2.1290e-07|                                                                      |                                                                      |                                                                      |                                     |                                                                      |
|      05457|4B 960509 |20 25.8|-76 47|317.19|-31.69|      10212|1996-05-09 12:13:45.5|      44025.547|        1.71|     124.31|N        |N          |          |            |  1.2680|       0.1960|      1.6000|           |             |  1.1960|        0.0970|       1.6640|            |              |   0.9630|         0.0470|        1.8560|        |         |         |        |         |         |5.3773e-07|     3.1318e-08|7.8532e-07|     3.0058e-08|2.4402e-06|     8.1327e-08|8.0601e-06|     1.1695e-06|                                                                      |                                                                      |                                                                      |                                     |DATA GAP STARTING AT T+88 S.; VISUAL DURATION ESTIMATE OF &gt; 90 S, BASE|
|      01887|4B 920902B|03 30.3|-76 39|292.28|-37.00|       8867|1992-09-02 18:22:28.4|      66148.422|        2.75|     122.25|N        |N          |          |            |        |             |            |           |             |        |              |             |            |              |         |               |              |        |         |         |        |         |         |          |               |          |               |          |               |          |               |VERY LIMITED DATATYPES AVAILABLE.                                     |                                                                      |                                                                      |LOCATION DERIVED USING ONLY MAX RATES|VISUAL DURATION ESTIMATE OF &gt; 20 S, USING MER DATA.                   |
|      02987|4B 940521 |21 41.8|-76 26|315.22|-35.77|       9493|  1994-05-21 22:02:24|      79344.031|       21.32|      81.64|N        |N          |     1.561|          66|  1.4520|       0.2400|      0.0000|      1.061|          132|  0.7370|        0.1060|       0.1280|    -999.000|           264|   0.2210|         0.0470|        0.1280|   0.128|    0.091|   -0.064|   0.640|    0.286|   -0.448|0.0000e+00|     1.5614e-08|2.6169e-08|     1.6281e-08|6.3579e-08|     4.5236e-08|3.2336e-07|     6.1126e-07|                                                                      |                                                                      |INTENSE BG SOURCE MODULATION IN LAD 7.                                |                                     |HIGH TIME RESOLUTION DATA NOT AVAILABLE.                              |
|      03477|4B 950321 |16 29.3|-75 53|315.00|-18.43|       9797|1995-03-21 03:26:02.7|      12362.674|       15.22|     106.72|N        |N          |  -999.000|          63|  0.9540|       0.2010|     -0.4480|      1.083|          108|  0.6960|        0.0970|      -0.3200|       1.393|           234|   0.5080|         0.0470|        0.3200|   0.821|    0.066|   -0.448|   1.461|    0.326|   -0.704|1.3827e-08|     6.7288e-09|1.6634e-08|     6.6187e-09|1.4863e-07|     1.9974e-08|2.8300e-07|     2.7814e-07|                                                                      |                                                                      |                                                                      |                                     |                                                                      |
|      04744|4B 960205B|04 46.7|-75 40|288.17|-33.77|      10118|  1996-02-05 07:10:03|      25802.953|        8.45|      71.20|N        |N          |          |            |  2.2960|       0.2180|      0.0000|           |             |  0.9120|        0.0910|       0.0640|            |              |   0.2680|         0.0410|        0.6400|   0.128|    0.091|   -0.128|   0.128|    0.091|   -0.128|4.9026e-09|     1.7306e-09|1.1568e-08|     1.6530e-09|3.8154e-08|     5.2986e-09|8.9304e-08|     6.3483e-08|                                                                      |                                                                      |                                                                      |                                     |HIGH TIME RESOLUTION DATA NOT AVAILABLE.                              |
|      00591|4B 910730B|16 38.2|-75 13|315.92|-18.44|       8467|1991-07-30 04:18:18.9|      15498.860|        4.19|     103.66|N        |N          |     1.148|          71|  0.9350|       0.2620|      1.6640|      1.855|          143|  0.8380|        0.1270|       1.3440|       2.832|           286|   0.7110|         0.0630|        1.9840|  30.656|    0.286|    1.920|  56.064|    5.410|   -5.632|4.5971e-07|     2.3007e-08|5.2002e-07|     2.4807e-08|1.2207e-06|     7.4876e-08|9.6535e-07|     7.4587e-07|                                                                      |                                                                      |                                                                      |                                     |                                                                      |
|      02697|4B 931219 |01 28.2|-74 41|299.66|-42.21|       9340|1993-12-19 00:46:06.5|       2766.490|        3.64|     110.50|N        |N          |          |            |  1.3310|       0.2490|      1.6640|           |             |  1.2510|        0.1220|       1.7920|            |              |   1.0800|         0.0590|        2.3680|   4.736|    0.264|    1.216|  13.696|    0.749|   -0.704|4.8500e-07|     1.8394e-08|4.3722e-07|     1.8320e-08|1.0489e-06|     4.5437e-08|2.1136e-06|     6.5823e-07|DATA GAP DURING BURST ACCUMULATION INTERVAL.                          |                                                                      |NOISY BG IN LAD 7.                                                    |                                     |DATA GAP FROM T+154 TO T+182 S.                                       |
|      02486|4B 930809 |02 31.9|-74 38|294.39|-40.79|       9208|1993-08-09 05:11:04.1|      18664.090|        1.79|     102.69|N        |N          |          |            |        |             |            |           |             |        |              |             |            |              |         |               |              |        |         |         |        |         |         |          |               |          |               |          |               |          |               |DATA GAP DURING BURST ACCUMULATION INTERVAL.                          |ULYSSES RATE INCREASE                                                 |                                                                      |                                     |VISUAL DURATION ESTIMATE OF &gt; 75 S, USING TTS, MER, DISCLB DATA.      |
|      05206|4B 960311 |13 40.6|-74 37|306.24|-12.05|      10153|1996-03-11 18:44:58.6|      67498.570|        6.15|      86.52|N        |N          |          |            |  3.4650|       0.2790|      0.0640|           |             |  2.6020|        0.1270|       0.2560|            |              |   0.8690|         0.0500|        0.6400|   0.176|    0.023|    0.029|   0.304|    0.023|   -0.019|1.0100e-08|     3.0272e-09|2.6206e-08|     3.6265e-09|1.9972e-07|     1.2190e-08|2.3739e-06|     2.1170e-07|                                                                      |                                                                      |                                                                      |                                     |                                                                      |
|      01125|4B 911127B|10 43.9|-74 35|294.62|-13.81|       8587|1991-11-27 23:08:34.3|      83314.281|        5.10|     102.87|N        |N          |     0.697|          66|  0.6550|       0.2240|      1.9840|      0.933|          132|  0.4720|        0.1070|       2.1120|       1.541|           242|   0.3290|         0.0520|        1.0880|   5.568|    0.810|    0.640|  18.112|    5.769|   -0.832|1.0788e-07|     2.5222e-08|2.5097e-07|     2.2968e-08|3.6249e-07|     4.7727e-08|0.0000e+00|     3.5297e-07|DATA GAPS IN BURST DATA                                               |                                                                      |BACKGROUND SOURCE (VELA X-1)                                          |                                     |                                                                      |
|      02973|4B 940512C|06 08.8|-74 01|284.91|-28.93|       9484|1994-05-12 16:49:44.7|      60584.730|        9.29|     121.86|N        |N          |          |            |  1.9980|       0.3100|      0.0000|           |             |  1.3440|        0.1460|       0.0640|            |              |   0.5220|         0.0650|        0.1920|   0.261|    0.068|   -0.320|   0.637|    0.075|   -0.576|9.5654e-09|     3.5942e-09|2.6619e-08|     3.7976e-09|8.7472e-08|     9.7071e-09|1.0290e-07|     9.8333e-08|DATA GAP DURING BURST ACCUMULATION INTERVAL.                          |                                                                      |EVENT RIDES ON SAA ENTRANCE.                                          |                                     |                                                                      |
|      01883|4B 920830 |17 14.1|-73 59|318.42|-19.70|       8864|1992-08-30 01:45:17.6|       6317.570|        0.54|     115.35|N        |N          |     5.996|          66|  5.3630|       0.3740|      1.2800|      7.937|          192|  5.2000|        0.1840|       1.4080|      11.185|           480|   5.0440|         0.0910|        1.7280|   3.584|    0.202|    1.280|  17.344|    2.561|    0.384|6.8272e-07|     1.3991e-08|9.6403e-07|     1.6742e-08|3.4964e-06|     4.4233e-08|4.0189e-06|     4.4831e-07|                                                                      |DMS,GRANAT-PHEBUS; ULYSSES RATE INCREASE, GRO-COMPTEL (COMPTON MODE DE|                                                                      |                                     |                                                                      |
|      01553|4B 920414 |07 30.0|-73 43|285.41|-23.32|       8726|1992-04-14 23:22:41.9|      84161.898|        1.57|      90.78|N        |N          |    12.445|          66| 13.7030|       0.5240|      0.7040|     17.437|          132| 10.7590|        0.2350|       0.8320|      20.386|           264|   7.0090|         0.0980|        1.0240|   0.512|    0.091|    0.256|   0.960|    0.143|    0.064|1.4362e-07|     4.4026e-09|2.2410e-07|     5.0545e-09|1.5113e-06|     1.6435e-08|9.0410e-06|     1.9467e-07|DATA GAP DURING BURST ACCUMULATION INTERVAL.                          |ULYSSES, GRANAT-[PHEBUS,SIGMA], PVO                                   |                                                                      |                                     |                                                                      |
|      01635|4B 920606 |22 22.9|-73 43|315.61|-39.54|       8779|1992-06-06 20:52:19.7|      75139.750|        8.26|     126.79|N        |N          |     1.718|          71|  1.8960|       0.2470|      0.0000|   -999.000|         -999|  1.1640|        0.1140|       0.1920|       1.699|           286|   0.4490|         0.0510|        0.9600|   0.320|    0.091|    0.000|   0.512|    0.202|   -0.064|4.3569e-09|     3.6049e-09|1.9033e-08|     3.1432e-09|8.8225e-08|     7.6438e-09|5.8213e-08|     5.7908e-08|                                                                      |                                                                      |                                                                      |                                     |HIGH TIME-RESOLUTION DATA NOT AVAILABLE.                              |
|      00856|4B 911002 |07 42.7|-73 41|285.69|-22.47|       8531|1991-10-02 08:52:51.8|      31971.760|       12.61|      92.59|Y        |N          |     1.430|          79|  1.6210|       0.2970|      0.0000|   -999.000|         -999|  0.7670|        0.1290|       0.0640|    -999.000|          -999|   0.2060|         0.0580|        0.3840|   0.128|    0.143|   -0.064|   0.896|    0.771|   -0.256|9.9393e-09|     2.6332e-09|1.6165e-08|     3.4160e-09|2.0607e-08|     7.2118e-09|2.7367e-08|     4.2736e-08|                                                                      |                                                                      |BACKGROUND SOURCE (VELA X-1)                                          |                                     |                                                                      |
|      01573|4B 920430B|15 11.8|-73 31|312.59|-13.33|       8742|  1992-04-30 08:44:25|      31465.000|        2.96|     102.31|N        |N          |          |            |        |             |            |           |             |        |              |             |            |              |         |               |              |        |         |         |        |         |         |          |               |          |               |          |               |          |               |EXTENSIVE DATA GAPS DURING BURST.                                     |                                                                      |                                                                      |LOCATION DERIVED USING ONLY MAX RATES|VISUAL DURATION ESTIMATE OF ~ 0.5 S.                                  |
|      03545|4B 950505 |09 51.7|-73 25|290.89|-14.90|       9842|1995-05-05 12:33:13.9|      45193.906|        6.02|      75.45|N        |N          |          |            |  1.5340|       0.2090|     -0.8960|           |             |  1.3320|        0.1030|      -0.7680|            |              |   0.8890|         0.0470|        0.0000|   0.623|    0.091|   -0.832|   1.439|    0.080|   -1.024|2.2226e-08|     4.3725e-09|2.8158e-08|     4.7734e-09|2.7434e-07|     1.4398e-08|1.2818e-06|     2.1612e-07|                                                                      |                                                                      |                                                                      |                                     |INCLUDES SIGNIFICANT PRETRIGGER EMISSION.                             |
|      03511|4B 950417 |09 04.7|-73 17|288.36|-17.23|       9824|1995-04-17 12:06:41.1|      43601.074|        1.59|     129.65|N        |N          |     1.471|          90|  1.8620|       0.2590|      8.4480|      2.442|          180|  1.5890|        0.1270|       8.5760|       3.363|           336|   1.0730|         0.0600|        0.8960|   7.360|    0.345|    1.984|  19.904|    3.089|   -0.256|1.1755e-06|     4.4048e-08|5.9669e-07|     3.0046e-08|8.2870e-07|     7.2841e-08|0.0000e+00|     6.3319e-07|                                                                      |                                                                      |                                                                      |                                     |                                                                      |
|      03571|4B 950513 |18 06.4|-72 55|321.13|-22.63|       9850|1995-05-13 22:41:43.6|      81703.602|        0.73|      79.93|N        |N          |          |            |        |             |            |           |             |        |              |             |            |              |         |               |              |        |         |         |        |         |         |          |               |          |               |          |               |          |               |                                                                      |                                                                      |                                                                      |                                     |DATA GAP FROM T TO T+182 S.; VISUAL DURATION ESTIMATE OF ~ 28 S, BASED|
|      03305|4B 941128B|02 10.9|-72 50|295.05|-43.06|       9684|  1994-11-28 15:36:57|      56217.008|        2.88|     125.81|N        |N          |          |            |        |             |            |           |             |        |              |             |            |              |         |               |              |        |         |         |        |         |         |          |               |          |               |          |               |          |               |                                                                      |                                                                      |                                                                      |                                     |DISCSC DATA.; LIMITED PRETRIGGER BACKGROUND DUE TO MISSING DATA PRIOR |
|      02677|4B 931204B|14 44.7|-72 43|311.21|-11.69|       9325|  1993-12-04 14:35:15|      52514.969|       10.32|      92.08|N        |N          |          |            |  0.9070|       0.2390|     -0.1920|           |             |  0.6210|        0.1150|      -0.1920|            |              |   0.5180|         0.0560|        0.1920|   0.896|    0.264|   -0.448|   2.176|    2.371|   -0.896|9.9363e-08|     1.8272e-08|1.3890e-07|     1.9015e-08|2.6272e-07|     4.7190e-08|1.1304e-06|     7.5559e-07|DATA GAP DURING BURST ACCUMULATION INTERVAL.                          |WEAK ULYSSES RATE INCREASE                                            |                                                                      |                                     |                                                                      |
|      02052|4B 921112D|22 57.2|-72 23|314.19|-42.16|       8938|1992-11-12 12:46:08.5|      45968.512|        8.02|     110.53|N        |N          |          |            |        |             |            |           |             |        |              |             |            |              |         |               |              |        |         |         |        |         |         |          |               |          |               |          |               |          |               |VERY LIMITED DATATYPES AVAILABLE.                                     |                                                                      |                                                                      |LOCATION DERIVED USING ONLY MAX RATES|VISUAL DURATION ESTIMATE OF &gt; 3 S, USING MER DATA.                    |
|      00666|4B 910811 |05 18.8|-72 10|283.36|-32.77|       8479|1991-08-11 14:33:52.5|      52432.488|        5.37|     114.42|N        |N          |     2.463|          71|  1.7800|       0.2690|      3.0080|      3.852|          143|  1.6630|        0.1310|       3.1360|       3.042|           286|   0.8120|         0.0580|        3.3920|        |         |         |        |         |         |6.5927e-08|     1.0677e-08|8.8103e-08|     7.6490e-09|1.9672e-07|     1.8826e-08|7.8907e-08|     1.8976e-07|                                                                      |                                                                      |POSSIBLE PRECURSOR AT T-100 S. NOISY BACKGROUND                       |                                     |DURATION ESTIMATED VISUALLY TO BE ~ 4 S.                              |
|      01642|4B 920609 |17 20.5|-72 05|320.41|-19.15|       8782|  1992-06-09 18:11:52|      65512.039|        3.06|     114.38|N        |N          |  -999.000|        -999|  0.6490|       0.2240|      1.0240|   -999.000|         -999|  0.5030|        0.1080|       5.5040|       1.448|           286|   0.4280|         0.0530|        2.1760|  28.352|    2.284|    5.632|  82.880|    8.140|   -0.768|1.4961e-07|     1.6303e-08|4.2678e-07|     1.8249e-08|1.3659e-06|     4.7724e-08|3.9552e-07|     4.5056e-07|DATA GAP ENDS AT T-100 S.                                             |                                                                      |OCCULTATION STEP AT T+520 S.                                          |                                     |                                                                      |
|      02770|4B 940119B|21 46.2|-71 38|319.93|-38.80|       9371|1994-01-19 02:42:10.7|       9730.710|        1.87|     103.82|N        |N          |     0.860|          71|  0.7860|       0.2290|     19.1360|      1.315|          143|  0.6750|        0.1110|      19.3280|       2.280|           264|   0.5920|         0.0550|       20.0960|  26.880|    0.604|    3.392| 181.088|    1.954| -130.048|8.7004e-07|     5.1916e-08|2.3632e-06|     6.1555e-08|8.5855e-06|     1.7931e-07|4.9217e-05|     2.9944e-06|                                                                      |                                                                      |PRECURSOR EMISSION AT T-130S. SOLAR FLARE AT ~T+420S IN LAD 2.        |                                     |INCLUDES SIGNIFICANT PRE-TRIGGER EMISSION.                            |
|      02291|4B 930406C|00 48.6|-71 37|303.26|-45.51|       9083|1993-04-06 22:03:17.5|      79397.508|        9.13|      78.95|N        |Y          |     1.033|          60|  0.8900|       0.2340|      0.0000|   -999.000|          121|  0.2780|        0.1010|       0.1280|       0.060|           242|   0.0510|         0.0480|        0.0000|   0.064|    0.091|   -0.064|   0.064|    0.091|   -0.064|6.5649e-10|     1.3862e-09|2.3412e-09|     1.4771e-09|1.6178e-08|     4.2348e-09|1.4291e-07|     1.1253e-07|                                                                      |                                                                      |SOLAR FLARE AT ~T+500S IN LAD 1.                                      |                                     |HIGH TIME RESOLUTION DATA NOT AVAILABLE.                              |
|      02005|4B 921024 |11 44.6|-71 17|297.57| -9.12|       8919|1992-10-24 23:39:45.1|      85185.148|       10.41|      75.61|N        |N          |          |            |        |             |            |           |             |        |              |             |            |              |         |               |              |        |         |         |        |         |         |          |               |          |               |          |               |          |               |VERY LIMITED DATATYPES AVAILABLE.                                     |                                                                      |                                                                      |LOCATION DERIVED USING ONLY MAX RATES|VISUAL DURATION ESTIMATE OF &gt; 80 S, USING TTS DATA.                   |
