 1.00000E+02  1.47812E-01 -1.22741E+00 -2.04477E+00  4.54193E+02  4.79831E-02  5.17760E+01  2.04800E+01  1.24061E+01  9.52714E-01 000101_7929
 1.00000E+02  7.05593E-02 -1.38982E+00 -3.09109E+00  1.28557E+02  9.38434E-02  6.73920E+01  2.04800E+01  1.08176E+01  9.47423E-01 000103_7932
 1.00000E+02  8.61073E-03 -1.90735E+00 -4.54138E+00  1.02968E+03  1.20788E-01  2.36800E+01  1.02400E+01  3.48934E+00  8.07107E-01 000104-_7934
 1.00000E+02  3.75960E-02 -6.52132E-01 -3.82272E+00  3.75953E+02  4.04386E-02  3.94240E+01  3.20000E-01  3.96010E+00  4.31166E-01 000107-_7936
 1.00000E+02  5.51601E-02 -1.13654E+00 -5.53485E+00  1.72341E+02  8.12586E-02  2.94784E+02  2.04800E+01  4.72012E+00  8.96459E-01 000107-_7938
 1.00000E+02  3.15054E-01 -7.36562E-01 -3.15326E+00  1.34029E+02  1.15835E-01  1.03900E+00  6.40000E-01  2.65534E+01  8.99646E-01 000108-_7939
 1.00000E+02  5.97545E-02 -1.17918E+00 -3.41756E+00  9.44848E+01  6.43476E-02  3.40480E+01  5.12000E+00  3.14607E+00  7.46501E-01 000110_7942
 1.00000E+02  3.13115E-02 -4.38737E-01 -1.97715E+00  4.80466E+02  1.32639E-01  3.45600E+00  6.40000E-01  2.34363E+00  3.61052E-01 000111_7943
 1.00000E+02  7.83041E-02 -1.10214E+00 -9.99000E+11  5.86167E+01  7.86062E-02  2.31872E+02  2.04800E+01  5.03231E+00  9.01539E-01 000113_7948
 1.00000E+02  1.93586E-02  6.64062E-01 -2.32831E+01  2.66510E+02  2.04490E-01  5.79000E-01  1.00000E-02  6.63830E-01  0.00000E+00 000114-_7952
 1.00000E+02  8.39139E-01 -8.87043E-01 -2.63388E+00  2.12877E+02  3.88302E-02  1.50400E+01  2.56000E+00  4.90398E+01  9.62052E-01 000115_7954
 1.00000E+02  2.07995E-02 -1.06455E+00 -1.59533E+00  8.03845E+02  6.25837E-02  1.31840E+01  5.12000E+00  1.98993E+00  6.47356E-01 000122_7963
 1.00000E+02  4.97239E-01 -4.06861E-01 -2.01173E+00  1.25045E+02  3.21527E-02  4.35200E+01  2.56000E+00  1.65652E+01  9.15514E-01 000123-_7965
 1.00000E+02  6.30375E-02 -1.00555E+00 -2.38706E+00  7.08141E+01  1.05523E-01  5.07520E+01  2.04800E+01  2.61104E+00  8.34377E-01 000126-_7968
 1.00000E+02  2.27778E-01 -9.17100E-01 -2.90287E+00  7.43265E+01  1.37774E-01  2.21440E+01  2.04800E+01  9.76570E+00  9.44507E-01 000126-_7969
 1.00000E+02  3.48711E-02 -9.46187E-01 -6.10375E+00  1.83631E+02  9.00859E-02  3.87000E-01  3.20000E-01  3.67518E+00  3.88615E-01 000126-_7970
 1.00000E+02  1.53353E-02 -8.86149E-01 -2.26765E+00  4.90077E+02  6.81889E-02  1.08224E+02  2.56000E+00  1.32078E+00  4.04934E-01 000130_7973
 1.00000E+02  6.69489E-02 -8.60200E-01 -2.38791E+00  2.37598E+02  1.01385E-01  9.49760E+01  2.04800E+01  4.75969E+00  8.99646E-01 000201-_7976
 1.00000E+02  7.66337E-03  5.97516E-01 -1.92182E+00  3.16025E+02  3.25552E-01  2.66800E+00  1.00000E-02  3.09049E-01  0.00000E+00 000202_7979
 1.00000E+02  6.19522E-02 -8.65484E-01 -2.31061E+00  3.23792E+02  2.01739E-02  2.40000E-01  3.20000E-01  6.70143E+00  6.01854E-01 000203_7980
 1.00000E+02  3.50534E-02 -1.05286E+00 -2.21334E+00  3.32323E+02  2.44804E-01  1.04320E+01  1.02400E+01  3.79568E+00  8.35802E-01 000205_7984
 1.00000E+02  7.39239E-02 -6.58567E-01 -2.31655E+00  3.43217E+02  1.43809E-01  8.32000E+00  2.56000E+00  6.00795E+00  8.06402E-01 000212_7987
 1.00000E+02  4.24364E-02 -4.81175E-01 -1.74514E+00  5.08477E+02  6.59882E-02  4.13000E-01  1.60000E-01  3.70172E+00  2.51811E-01 000213_7988
 1.00000E+02  5.07183E-02 -1.32881E+00 -1.89282E+00  1.67229E+02  5.39530E-02  3.05660E+01  5.12000E+00  6.26843E+00  8.47575E-01 000217-_7989
 1.00000E+02  1.18149E-01 -4.54102E-01 -2.91038E+01  8.45319E+01  1.76233E-01  2.44700E+00  1.28000E+00  3.59896E+00  6.28469E-01 000220_7992
 1.00000E+02  9.68992E-02 -1.95424E-01 -3.37880E+00  2.89445E+02  2.26890E-01  2.61760E+01  2.04800E+01  3.48930E+00  8.71994E-01 000221_7994
 1.00000E+02  2.20433E-02 -5.40572E-01 -9.53674E+00  6.36601E+02  7.30502E-02  6.08000E-01  1.00000E-02  2.82309E+00  0.00000E+00 000222_7995
 1.00000E+02  1.65588E-02 -7.71757E-01 -2.45473E+00  2.57840E+02  2.86571E-01  1.67040E+01  1.02400E+01  1.31896E+00  6.35108E-01 000225_7997
 1.00000E+02  1.41922E+00 -5.11065E-01 -3.94961E+00  7.75130E+01  2.22122E-02  1.02400E+01  2.56000E+00  3.59374E+01  9.54952E-01 000226-_7998
 1.00000E+02  3.81988E-02  4.04944E-01 -1.79944E+00  1.73574E+02  7.61015E-02  5.27000E-01  1.00000E-02  1.12060E+00  0.00000E+00 000226-_7999
 1.00000E+02  4.65856E-02 -6.59815E-01 -2.29638E+00  1.65516E+02  1.13032E-01  7.51360E+01  2.04800E+01  1.39089E+00  7.33489E-01 000227_8001
 1.00000E+02  2.24013E-02 -1.51454E+00 -1.86265E+01  3.22484E+02  1.34476E-01  3.25120E+01  2.04800E+01  3.72375E+00  8.69343E-01 000229_8004
 1.00000E+02  1.72712E-01 -1.06045E+00 -1.81279E+01  7.04897E+02  3.47765E-02  2.26560E+01  1.02400E+01  2.60399E+01  9.62527E-01 000302-_8008
 1.00000E+02  3.08448E-02 -7.39215E-01 -2.03472E+00  2.01067E+02  1.13100E-01  1.43360E+01  2.56000E+00  2.01149E+00  5.60075E-01 000302-_8009
 1.00000E+02  4.83585E-02 -1.13127E+00 -5.06266E+00  8.50941E+01  1.23434E-01  1.76640E+01  2.04800E+01  2.28595E+00  8.10026E-01 000303_8012
 1.00000E+02  9.30536E-02 -1.37380E-01 -2.60404E+00  2.49950E+02  3.39202E-02  1.28000E-01  8.00000E-02  5.00531E+00  2.37818E-01 000306-_8018
 1.00000E+02  2.34941E-01 -1.16793E+00 -2.44813E+00  6.71370E+01  3.35515E-02  5.12000E+01  2.56000E+00  1.64940E+01  9.10942E-01 000306-_8019
 1.00000E+02  3.17410E-01 -8.55996E-01 -2.37492E+00  9.92002E+01  5.60414E-02  2.25280E+01  2.04800E+01  4.60456E+00  8.96167E-01 000307_8022
 1.00000E+02  4.62375E-02 -1.66195E+00 -3.46239E+00  1.95984E+02  4.32138E-02  3.27296E+02  2.04800E+01  1.13512E+01  9.47677E-01 000310-_8026
 1.00000E+02  9.78158E-02 -2.11815E+00 -9.99000E+11  3.77388E+02  1.12964E-02  1.53600E+00  1.28000E+00  1.03606E+02  9.71473E-01 000310-_8027
 1.00000E+02  1.47934E-01 -1.18742E+00 -2.68200E+00  1.28303E+02  8.12241E-02  2.38720E+01  1.02400E+01  9.93700E+00  9.20805E-01 000312-_8030
 1.00000E+02  1.00557E-02 -2.90580E-01 -3.72237E+00  6.69951E+02  1.19560E-01  7.68000E-01  1.00000E-02  1.02570E+00  0.00000E+00 000313-_8035
 1.00000E+02  7.22861E-02 -1.28634E+00 -2.12235E+01  1.02450E+02  4.36936E-02  1.10848E+02  2.04800E+01  4.73852E+00  8.96167E-01 000314_8036
 1.00000E+02  4.59031E-02 -7.67437E-01 -1.94280E+00  1.12916E+02  8.07961E-02  8.35200E+01  1.02400E+01  2.24711E+00  7.58856E-01 000317_8039
 1.00000E+02  1.92166E-02 -1.47632E+00 -6.57842E+00  1.28457E+02  1.36239E-01  4.41600E+01  2.04800E+01  1.97756E+00  7.80310E-01 000320_8045
 1.00000E+02  3.06347E-02 -1.41001E-01 -2.59229E+00  3.58516E+02  1.46778E-01  8.92000E-01  1.00000E-02  2.34672E+00  0.00000E+00 000321_8047
 1.00000E+02  3.40328E-02 -1.34959E+00 -2.32831E+01  1.53634E+02  1.65994E-01  7.24480E+01  2.04800E+01  6.49914E+00  9.16637E-01 000323_8049
 1.00000E+02  1.03168E+00 -1.18433E+00 -3.70583E+00  7.31343E+01  1.52972E-02  3.90400E+00  1.28000E+00  1.05421E+02  9.77002E-01 000324_8050
 1.00000E+02  7.81427E-03 -1.42213E+00 -2.53971E+00  4.01074E+02  2.02111E-01  2.12480E+01  1.02400E+01  1.46454E+00  6.47356E-01 000326-_8054
