# beta histogram from GBM catalog extracted on 27/10/16 
# bins | Distribution function 
# Length of this table : 201 
-2.200000e+01 	 0.000000e+00 
-2.190000e+01 	 1.137656e-03 
-2.180000e+01 	 1.137656e-03 
-2.170000e+01 	 1.137656e-03 
-2.160000e+01 	 1.137656e-03 
-2.150000e+01 	 1.137656e-03 
-2.140000e+01 	 1.137656e-03 
-2.130000e+01 	 2.275313e-03 
-2.120000e+01 	 3.412969e-03 
-2.110000e+01 	 3.412969e-03 
-2.100000e+01 	 3.412969e-03 
-2.090000e+01 	 3.412969e-03 
-2.080000e+01 	 3.412969e-03 
-2.070000e+01 	 3.412969e-03 
-2.060000e+01 	 3.412969e-03 
-2.050000e+01 	 3.412969e-03 
-2.040000e+01 	 3.412969e-03 
-2.030000e+01 	 3.412969e-03 
-2.020000e+01 	 3.412969e-03 
-2.010000e+01 	 3.412969e-03 
-2.000000e+01 	 3.412969e-03 
-1.990000e+01 	 3.412969e-03 
-1.980000e+01 	 3.412969e-03 
-1.970000e+01 	 3.412969e-03 
-1.960000e+01 	 3.412969e-03 
-1.950000e+01 	 3.412969e-03 
-1.940000e+01 	 3.412969e-03 
-1.930000e+01 	 3.412969e-03 
-1.920000e+01 	 3.412969e-03 
-1.910000e+01 	 3.412969e-03 
-1.900000e+01 	 3.412969e-03 
-1.890000e+01 	 3.412969e-03 
-1.880000e+01 	 3.412969e-03 
-1.870000e+01 	 4.550626e-03 
-1.860000e+01 	 7.963595e-03 
-1.850000e+01 	 9.101251e-03 
-1.840000e+01 	 1.023891e-02 
-1.830000e+01 	 1.023891e-02 
-1.820000e+01 	 1.251422e-02 
-1.810000e+01 	 1.365188e-02 
-1.800000e+01 	 1.365188e-02 
-1.790000e+01 	 1.478953e-02 
-1.780000e+01 	 1.478953e-02 
-1.770000e+01 	 1.478953e-02 
-1.760000e+01 	 1.706485e-02 
-1.750000e+01 	 1.706485e-02 
-1.740000e+01 	 1.706485e-02 
-1.730000e+01 	 1.706485e-02 
-1.720000e+01 	 1.820250e-02 
-1.710000e+01 	 1.820250e-02 
-1.700000e+01 	 1.820250e-02 
-1.690000e+01 	 1.820250e-02 
-1.680000e+01 	 1.820250e-02 
-1.670000e+01 	 1.934016e-02 
-1.660000e+01 	 1.934016e-02 
-1.650000e+01 	 1.934016e-02 
-1.640000e+01 	 2.047782e-02 
-1.630000e+01 	 2.161547e-02 
-1.620000e+01 	 2.161547e-02 
-1.610000e+01 	 2.275313e-02 
-1.600000e+01 	 2.389078e-02 
-1.590000e+01 	 2.502844e-02 
-1.580000e+01 	 2.502844e-02 
-1.570000e+01 	 2.616610e-02 
-1.560000e+01 	 2.844141e-02 
-1.550000e+01 	 2.957907e-02 
-1.540000e+01 	 2.957907e-02 
-1.530000e+01 	 2.957907e-02 
-1.520000e+01 	 3.185438e-02 
-1.510000e+01 	 3.185438e-02 
-1.500000e+01 	 3.299204e-02 
-1.490000e+01 	 3.754266e-02 
-1.480000e+01 	 3.981797e-02 
-1.470000e+01 	 4.095563e-02 
-1.460000e+01 	 4.095563e-02 
-1.450000e+01 	 4.209329e-02 
-1.440000e+01 	 4.323094e-02 
-1.430000e+01 	 4.550626e-02 
-1.420000e+01 	 4.778157e-02 
-1.410000e+01 	 4.891923e-02 
-1.400000e+01 	 4.891923e-02 
-1.390000e+01 	 5.119454e-02 
-1.380000e+01 	 5.119454e-02 
-1.370000e+01 	 5.233220e-02 
-1.360000e+01 	 5.233220e-02 
-1.350000e+01 	 5.574516e-02 
-1.340000e+01 	 5.574516e-02 
-1.330000e+01 	 5.574516e-02 
-1.320000e+01 	 5.802048e-02 
-1.310000e+01 	 6.143345e-02 
-1.300000e+01 	 6.143345e-02 
-1.290000e+01 	 6.143345e-02 
-1.280000e+01 	 6.143345e-02 
-1.270000e+01 	 6.143345e-02 
-1.260000e+01 	 6.257110e-02 
-1.250000e+01 	 6.370876e-02 
-1.240000e+01 	 6.484642e-02 
-1.230000e+01 	 6.825939e-02 
-1.220000e+01 	 7.053470e-02 
-1.210000e+01 	 7.167235e-02 
-1.200000e+01 	 7.394767e-02 
-1.190000e+01 	 7.622298e-02 
-1.180000e+01 	 7.736064e-02 
-1.170000e+01 	 7.963595e-02 
-1.160000e+01 	 8.077361e-02 
-1.150000e+01 	 8.191126e-02 
-1.140000e+01 	 8.304892e-02 
-1.130000e+01 	 8.532423e-02 
-1.120000e+01 	 8.759954e-02 
-1.110000e+01 	 8.759954e-02 
-1.100000e+01 	 9.101251e-02 
-1.090000e+01 	 9.442548e-02 
-1.080000e+01 	 9.670080e-02 
-1.070000e+01 	 9.783845e-02 
-1.060000e+01 	 1.001138e-01 
-1.050000e+01 	 1.035267e-01 
-1.040000e+01 	 1.058020e-01 
-1.030000e+01 	 1.114903e-01 
-1.020000e+01 	 1.160410e-01 
-1.010000e+01 	 1.171786e-01 
-1.000000e+01 	 1.194539e-01 
-9.900000e+00 	 1.228669e-01 
-9.800000e+00 	 1.228669e-01 
-9.700000e+00 	 1.240046e-01 
-9.600000e+00 	 1.274175e-01 
-9.500000e+00 	 1.296928e-01 
-9.400000e+00 	 1.319681e-01 
-9.300000e+00 	 1.342435e-01 
-9.200000e+00 	 1.365188e-01 
-9.100000e+00 	 1.365188e-01 
-9.000000e+00 	 1.387941e-01 
-8.900000e+00 	 1.399317e-01 
-8.800000e+00 	 1.444824e-01 
-8.700000e+00 	 1.490330e-01 
-8.600000e+00 	 1.535836e-01 
-8.500000e+00 	 1.558589e-01 
-8.400000e+00 	 1.604096e-01 
-8.300000e+00 	 1.604096e-01 
-8.200000e+00 	 1.604096e-01 
-8.100000e+00 	 1.649602e-01 
-8.000000e+00 	 1.683732e-01 
-7.900000e+00 	 1.729238e-01 
-7.800000e+00 	 1.751991e-01 
-7.700000e+00 	 1.774744e-01 
-7.600000e+00 	 1.797497e-01 
-7.500000e+00 	 1.797497e-01 
-7.400000e+00 	 1.797497e-01 
-7.300000e+00 	 1.831627e-01 
-7.200000e+00 	 1.843003e-01 
-7.100000e+00 	 1.877133e-01 
-7.000000e+00 	 1.899886e-01 
-6.900000e+00 	 1.956769e-01 
-6.800000e+00 	 1.990899e-01 
-6.700000e+00 	 2.002275e-01 
-6.600000e+00 	 2.002275e-01 
-6.500000e+00 	 2.013652e-01 
-6.400000e+00 	 2.047782e-01 
-6.300000e+00 	 2.104664e-01 
